lineage_ID,type,value
22.0,start,200.0
22.0,start,83.0
22.0,start,175.0
22.0,start,161.0
22.0,start,149.0
22.0,start,186.0
22.0,start,121.0
22.0,start,111.0
22.0,start,139.0
23.0,end,199.0
23.0,end,305.0
23.0,end,293.0
23.0,end,279.0
23.0,end,265.0
23.0,end,255.0
23.0,end,240.0
23.0,end,230.0
23.0,end,215.0
23.0,end,188.0
23.0,end,45.0
23.0,end,161.0
23.0,end,145.0
23.0,end,134.0
23.0,end,118.0
23.0,end,99.0
23.0,end,86.0
23.0,end,74.0
23.0,end,60.0
23.0,end,318.0
23.0,end,27.0
23.0,end,12.0
23.0,end,178.0
23.0,end,329.0
23.0,end,464.0
23.0,end,362.0
23.0,start,633.0
23.0,end,632.0
23.0,end,619.0
23.0,end,603.0
23.0,end,590.0
23.0,end,579.0
23.0,end,564.0
23.0,end,554.0
23.0,end,547.0
23.0,end,535.0
23.0,end,346.0
23.0,end,522.0
23.0,end,505.0
23.0,end,494.0
23.0,end,478.0
23.0,end,451.0
23.0,end,440.0
23.0,end,428.0
23.0,end,413.0
23.0,end,403.0
23.0,end,389.0
23.0,end,376.0
23.0,end,646.0
23.0,start,620.0
23.0,start,87.0
23.0,start,591.0
23.0,start,241.0
23.0,start,231.0
23.0,start,216.0
23.0,start,200.0
23.0,start,189.0
23.0,start,179.0
23.0,start,162.0
23.0,start,146.0
23.0,start,135.0
23.0,start,119.0
23.0,start,100.0
23.0,start,75.0
23.0,start,61.0
23.0,start,46.0
23.0,start,28.0
23.0,start,13.0
23.0,start,0.0
23.0,outsider,554.0
23.0,outsider,12.0
23.0,outsider,548.0
23.0,start,604.0
23.0,start,256.0
23.0,start,266.0
23.0,outsider,0.0
23.0,start,294.0
23.0,start,280.0
23.0,start,565.0
23.0,start,555.0
23.0,start,548.0
23.0,start,536.0
23.0,start,523.0
23.0,start,506.0
23.0,start,495.0
23.0,start,479.0
23.0,start,465.0
23.0,start,452.0
23.0,start,580.0
23.0,start,429.0
23.0,start,441.0
23.0,start,319.0
23.0,start,330.0
23.0,start,347.0
23.0,start,306.0
23.0,start,377.0
23.0,start,390.0
23.0,start,404.0
23.0,start,414.0
23.0,start,363.0
24.0,end,174.0
24.0,end,275.0
24.0,end,258.0
24.0,end,244.0
24.0,end,229.0
24.0,end,212.0
24.0,end,201.0
24.0,end,188.0
24.0,end,290.0
24.0,end,100.0
24.0,end,145.0
24.0,end,132.0
24.0,end,118.0
24.0,end,92.0
24.0,end,74.0
24.0,end,57.0
24.0,end,44.0
24.0,end,27.0
24.0,end,12.0
24.0,end,305.0
24.0,end,161.0
24.0,end,319.0
24.0,end,495.0
24.0,end,347.0
24.0,start,627.0
24.0,end,638.0
24.0,end,626.0
24.0,end,604.0
24.0,end,590.0
24.0,end,578.0
24.0,end,562.0
24.0,end,549.0
24.0,end,535.0
24.0,end,330.0
24.0,end,522.0
24.0,end,485.0
24.0,end,468.0
24.0,end,453.0
24.0,end,438.0
24.0,end,422.0
24.0,end,409.0
24.0,end,398.0
24.0,end,381.0
24.0,end,363.0
24.0,end,511.0
24.0,start,605.0
24.0,start,28.0
24.0,start,579.0
24.0,start,213.0
24.0,start,202.0
24.0,start,189.0
24.0,start,175.0
24.0,start,162.0
24.0,start,146.0
24.0,start,119.0
24.0,start,101.0
24.0,start,93.0
24.0,start,75.0
24.0,start,58.0
24.0,start,45.0
24.0,start,591.0
24.0,start,13.0
24.0,start,0.0
24.0,outsider,92.0
24.0,outsider,12.0
24.0,outsider,75.0
24.0,outsider,0.0
24.0,start,230.0
24.0,start,245.0
24.0,start,133.0
24.0,start,276.0
24.0,start,563.0
24.0,start,550.0
24.0,start,259.0
24.0,start,523.0
24.0,start,512.0
24.0,start,496.0
24.0,start,486.0
24.0,start,469.0
24.0,start,454.0
24.0,start,439.0
24.0,start,536.0
24.0,start,410.0
24.0,start,423.0
24.0,start,291.0
24.0,start,320.0
24.0,start,331.0
24.0,start,306.0
24.0,start,364.0
24.0,start,382.0
24.0,start,399.0
24.0,start,348.0
25.0,end,111.0
25.0,end,28.0
25.0,end,40.0
25.0,end,50.0
25.0,end,61.0
25.0,end,86.0
25.0,end,98.0
25.0,end,124.0
25.0,end,190.0
25.0,end,147.0
25.0,end,161.0
25.0,end,176.0
25.0,end,205.0
25.0,end,216.0
25.0,end,228.0
25.0,end,13.0
25.0,end,134.0
25.0,start,217.0
25.0,end,74.0
25.0,start,191.0
25.0,outsider,0.0
25.0,outsider,13.0
25.0,start,0.0
25.0,start,14.0
25.0,start,29.0
25.0,start,41.0
25.0,start,51.0
25.0,start,62.0
25.0,start,75.0
25.0,start,206.0
25.0,start,99.0
25.0,start,112.0
25.0,start,125.0
25.0,start,135.0
25.0,start,148.0
25.0,start,162.0
25.0,start,177.0
25.0,start,87.0
26.0,end,86.0
26.0,end,77.0
26.0,end,61.0
26.0,end,22.0
26.0,end,36.0
26.0,end,97.0
26.0,end,12.0
26.0,end,50.0
26.0,end,109.0
26.0,end,157.0
26.0,end,135.0
26.0,end,144.0
26.0,end,172.0
26.0,end,181.0
26.0,end,194.0
26.0,end,206.0
26.0,start,217.0
26.0,end,230.0
26.0,end,124.0
26.0,end,216.0
26.0,start,207.0
26.0,start,182.0
26.0,start,195.0
26.0,outsider,0.0
26.0,outsider,12.0
26.0,start,0.0
26.0,start,13.0
26.0,start,37.0
26.0,start,51.0
26.0,start,62.0
26.0,start,23.0
26.0,start,87.0
26.0,start,78.0
26.0,start,158.0
26.0,start,145.0
26.0,start,136.0
26.0,start,173.0
26.0,start,110.0
26.0,start,98.0
26.0,start,125.0
27.0,end,109.0
27.0,end,29.0
27.0,end,41.0
27.0,end,53.0
27.0,end,65.0
27.0,end,81.0
27.0,end,93.0
27.0,end,122.0
27.0,end,13.0
27.0,end,149.0
27.0,end,165.0
27.0,end,177.0
27.0,end,194.0
27.0,end,207.0
27.0,end,221.0
27.0,end,234.0
27.0,end,133.0
27.0,start,222.0
27.0,start,195.0
27.0,start,30.0
27.0,start,208.0
27.0,outsider,0.0
27.0,outsider,13.0
27.0,start,0.0
27.0,start,14.0
27.0,start,42.0
27.0,start,54.0
27.0,start,66.0
27.0,start,94.0
27.0,start,110.0
27.0,start,123.0
27.0,start,134.0
27.0,start,150.0
27.0,start,166.0
27.0,start,178.0
27.0,start,82.0
28.0,end,50.0
28.0,end,57.0
28.0,end,31.0
28.0,start,169.0
28.0,start,225.0
28.0,end,96.0
28.0,end,13.0
28.0,end,108.0
28.0,end,236.0
28.0,end,140.0
28.0,end,154.0
28.0,end,168.0
28.0,end,180.0
28.0,end,197.0
28.0,end,210.0
28.0,end,224.0
28.0,end,122.0
28.0,start,211.0
28.0,start,109.0
28.0,start,181.0
28.0,outsider,0.0
28.0,outsider,58.0
28.0,outsider,97.0
28.0,outsider,13.0
28.0,outsider,96.0
28.0,start,198.0
28.0,start,0.0
28.0,start,14.0
28.0,outsider,108.0
28.0,start,51.0
28.0,start,58.0
28.0,start,97.0
28.0,start,123.0
28.0,start,141.0
28.0,start,155.0
28.0,start,32.0
29.0,end,75.0
29.0,end,25.0
29.0,end,40.0
29.0,end,52.0
29.0,end,65.0
29.0,end,84.0
29.0,end,10.0
29.0,end,108.0
29.0,end,122.0
29.0,end,136.0
29.0,end,146.0
29.0,end,156.0
29.0,end,98.0
29.0,start,147.0
29.0,start,76.0
29.0,start,123.0
29.0,start,137.0
29.0,outsider,0.0
29.0,outsider,10.0
29.0,start,0.0
29.0,start,26.0
29.0,start,41.0
29.0,start,11.0
29.0,start,66.0
29.0,start,85.0
29.0,start,99.0
29.0,start,109.0
29.0,start,53.0
30.0,end,58.0
30.0,start,157.0
30.0,end,12.0
30.0,end,25.0
30.0,end,34.0
30.0,end,47.0
30.0,end,71.0
30.0,end,147.0
30.0,end,96.0
30.0,end,107.0
30.0,end,118.0
30.0,end,131.0
30.0,end,156.0
30.0,end,159.0
30.0,end,84.0
30.0,start,148.0
30.0,start,119.0
30.0,start,108.0
30.0,outsider,0.0
30.0,start,132.0
30.0,outsider,12.0
30.0,outsider,159.0
30.0,start,0.0
30.0,start,13.0
30.0,outsider,157.0
30.0,start,35.0
30.0,start,48.0
30.0,start,59.0
30.0,start,72.0
30.0,start,85.0
30.0,start,97.0
30.0,start,26.0
31.0,end,120.0
31.0,end,106.0
31.0,end,95.0
31.0,end,84.0
31.0,end,37.0
31.0,end,59.0
31.0,end,49.0
31.0,end,26.0
31.0,end,135.0
31.0,end,71.0
31.0,end,147.0
31.0,end,10.0
31.0,end,172.0
31.0,end,190.0
31.0,end,200.0
31.0,end,212.0
31.0,end,229.0
31.0,end,239.0
31.0,end,253.0
31.0,end,265.0
31.0,end,280.0
31.0,end,294.0
31.0,end,158.0
31.0,start,281.0
31.0,start,11.0
