lineage_ID,type,value
10.0,end,130.0
10.0,end,142.0
10.0,end,12.0
10.0,end,90.0
10.0,start,143.0
10.0,start,117.0
10.0,start,0.0
10.0,start,108.0
10.0,start,91.0
10.0,start,77.0
10.0,start,67.0
10.0,start,52.0
10.0,start,40.0
10.0,start,25.0
10.0,start,13.0
10.0,outsider,12.0
10.0,outsider,0.0
10.0,start,131.0
11.0,end,64.0
11.0,end,88.0
11.0,start,107.0
11.0,end,126.0
11.0,end,42.0
11.0,end,106.0
11.0,end,23.0
11.0,start,24.0
11.0,start,89.0
11.0,start,65.0
11.0,start,43.0
11.0,start,0.0
11.0,outsider,23.0
11.0,outsider,0.0
12.0,end,65.0
12.0,end,44.0
12.0,end,55.0
12.0,end,34.0
12.0,end,79.0
12.0,start,66.0
12.0,end,98.0
12.0,end,110.0
12.0,end,120.0
12.0,end,131.0
12.0,end,22.0
12.0,end,90.0
12.0,end,8.0
12.0,start,9.0
12.0,start,111.0
12.0,outsider,0.0
12.0,outsider,8.0
12.0,start,121.0
12.0,start,23.0
12.0,start,35.0
12.0,start,0.0
12.0,start,56.0
12.0,start,80.0
12.0,start,91.0
12.0,start,99.0
12.0,start,45.0
13.0,end,204.0
13.0,end,24.0
13.0,end,38.0
13.0,end,49.0
13.0,end,60.0
13.0,end,72.0
13.0,end,92.0
13.0,end,10.0
13.0,end,112.0
13.0,end,128.0
13.0,end,144.0
13.0,end,156.0
13.0,end,167.0
13.0,end,179.0
13.0,end,191.0
13.0,end,101.0
13.0,start,192.0
13.0,start,93.0
13.0,start,168.0
13.0,start,180.0
13.0,outsider,0.0
13.0,outsider,10.0
13.0,start,0.0
13.0,start,25.0
13.0,start,39.0
13.0,start,50.0
13.0,start,11.0
13.0,start,73.0
13.0,start,102.0
13.0,start,113.0
13.0,start,129.0
13.0,start,145.0
13.0,start,157.0
13.0,start,61.0
14.0,end,82.0
14.0,end,20.0
14.0,end,35.0
14.0,end,45.0
14.0,end,58.0
14.0,end,72.0
14.0,end,94.0
14.0,end,213.0
14.0,end,132.0
14.0,end,144.0
14.0,end,158.0
14.0,end,170.0
14.0,end,185.0
14.0,end,200.0
14.0,end,9.0
14.0,end,121.0
14.0,start,201.0
14.0,end,108.0
14.0,start,171.0
14.0,start,186.0
14.0,outsider,9.0
14.0,start,0.0
14.0,start,10.0
14.0,start,21.0
14.0,start,36.0
14.0,start,46.0
14.0,start,59.0
14.0,outsider,0.0
14.0,start,73.0
14.0,start,83.0
14.0,start,95.0
14.0,start,109.0
14.0,start,122.0
14.0,start,133.0
14.0,start,145.0
14.0,start,159.0
15.0,end,232.0
15.0,end,243.0
15.0,end,256.0
15.0,end,265.0
15.0,end,276.0
15.0,end,284.0
15.0,end,295.0
15.0,end,337.0
15.0,end,322.0
15.0,end,401.0
15.0,end,347.0
15.0,end,363.0
15.0,end,385.0
15.0,end,392.0
15.0,end,224.0
15.0,end,308.0
15.0,end,211.0
15.0,end,104.0
15.0,end,179.0
15.0,end,412.0
15.0,start,869.0
15.0,end,11.0
15.0,end,23.0
15.0,end,37.0
15.0,end,51.0
15.0,end,65.0
15.0,end,77.0
15.0,end,91.0
15.0,end,118.0
15.0,start,853.0
15.0,end,129.0
15.0,end,142.0
15.0,end,154.0
15.0,end,165.0
15.0,end,192.0
15.0,end,425.0
15.0,end,765.0
15.0,end,447.0
15.0,end,707.0
15.0,end,716.0
15.0,end,734.0
15.0,end,747.0
15.0,end,772.0
15.0,end,784.0
15.0,end,794.0
15.0,end,803.0
15.0,end,813.0
15.0,end,825.0
15.0,end,840.0
15.0,end,852.0
15.0,end,868.0
15.0,end,882.0
15.0,start,841.0
15.0,end,696.0
15.0,end,435.0
15.0,end,678.0
15.0,end,652.0
15.0,end,458.0
15.0,end,471.0
15.0,end,484.0
15.0,end,497.0
15.0,end,510.0
15.0,end,522.0
15.0,end,532.0
15.0,end,542.0
15.0,end,556.0
15.0,end,568.0
15.0,end,580.0
15.0,end,596.0
15.0,end,609.0
15.0,end,624.0
15.0,end,636.0
15.0,end,665.0
15.0,start,826.0
15.0,start,679.0
15.0,start,804.0
15.0,start,155.0
15.0,start,166.0
15.0,start,180.0
15.0,start,193.0
15.0,start,212.0
15.0,start,225.0
15.0,start,143.0
15.0,start,233.0
15.0,start,257.0
15.0,start,266.0
15.0,start,277.0
15.0,start,285.0
15.0,start,296.0
15.0,start,309.0
15.0,start,244.0
15.0,start,119.0
15.0,start,105.0
15.0,start,92.0
15.0,outsider,0.0
15.0,outsider,364.0
15.0,outsider,386.0
15.0,outsider,748.0
15.0,outsider,11.0
15.0,outsider,385.0
15.0,outsider,392.0
15.0,outsider,765.0
15.0,start,0.0
15.0,start,12.0
15.0,start,24.0
15.0,start,38.0
15.0,start,52.0
15.0,start,66.0
15.0,start,78.0
15.0,start,323.0
15.0,start,338.0
15.0,start,130.0
15.0,start,364.0
15.0,start,610.0
15.0,start,625.0
15.0,start,637.0
15.0,start,653.0
15.0,start,666.0
15.0,start,814.0
15.0,start,697.0
15.0,start,708.0
15.0,start,717.0
15.0,start,735.0
15.0,start,748.0
15.0,start,766.0
15.0,start,773.0
15.0,start,785.0
15.0,start,348.0
15.0,start,597.0
15.0,start,581.0
15.0,start,795.0
15.0,start,386.0
15.0,start,569.0
15.0,start,393.0
15.0,start,402.0
15.0,start,413.0
15.0,start,426.0
15.0,start,448.0
15.0,start,459.0
15.0,start,436.0
15.0,start,485.0
15.0,start,498.0
15.0,start,511.0
15.0,start,523.0
15.0,start,533.0
15.0,start,543.0
15.0,start,557.0
15.0,start,472.0
16.0,end,295.0
16.0,end,235.0
16.0,end,243.0
16.0,end,260.0
16.0,end,272.0
16.0,end,285.0
16.0,end,309.0
16.0,end,404.0
16.0,end,330.0
16.0,end,354.0
16.0,end,359.0
16.0,end,365.0
16.0,end,377.0
16.0,end,392.0
16.0,end,225.0
16.0,end,320.0
16.0,end,217.0
16.0,end,108.0
16.0,end,195.0
16.0,start,881.0
16.0,end,11.0
16.0,end,24.0
16.0,end,39.0
16.0,end,48.0
16.0,end,59.0
16.0,end,66.0
16.0,end,79.0
16.0,end,93.0
16.0,end,120.0
16.0,end,132.0
16.0,end,144.0
16.0,end,157.0
16.0,end,170.0
16.0,end,181.0
16.0,end,207.0
16.0,end,416.0
16.0,end,893.0
16.0,end,440.0
16.0,end,721.0
16.0,end,735.0
16.0,end,747.0
16.0,end,760.0
16.0,end,772.0
16.0,end,787.0
16.0,end,798.0
16.0,end,808.0
16.0,end,819.0
16.0,end,831.0
16.0,end,849.0
16.0,end,855.0
16.0,end,868.0
16.0,end,880.0
16.0,start,869.0
16.0,end,708.0
16.0,end,698.0
16.0,end,689.0
16.0,end,670.0
16.0,end,451.0
16.0,end,465.0
16.0,end,479.0
16.0,end,494.0
16.0,end,508.0
16.0,end,526.0
16.0,end,541.0
16.0,end,429.0
16.0,end,554.0
16.0,end,578.0
16.0,end,592.0
16.0,end,605.0
16.0,end,617.0
16.0,end,632.0
16.0,end,644.0
16.0,end,658.0
16.0,end,564.0
16.0,start,856.0
16.0,start,579.0
16.0,start,832.0
16.0,start,158.0
16.0,start,171.0
16.0,start,850.0
16.0,start,196.0
16.0,start,208.0
16.0,start,218.0
16.0,start,226.0
16.0,start,236.0
16.0,start,244.0
16.0,start,261.0
16.0,start,273.0
16.0,start,286.0
16.0,start,296.0
16.0,start,310.0
16.0,start,321.0
16.0,start,145.0
16.0,start,331.0
16.0,start,133.0
16.0,start,109.0
16.0,outsider,0.0
16.0,outsider,331.0
16.0,outsider,355.0
16.0,outsider,11.0
16.0,outsider,354.0
16.0,outsider,359.0
16.0,start,0.0
16.0,start,12.0
16.0,start,25.0
16.0,start,40.0
16.0,start,49.0
16.0,start,60.0
16.0,start,67.0
16.0,start,80.0
16.0,start,94.0
16.0,start,121.0
16.0,start,355.0
16.0,start,182.0
16.0,start,366.0
16.0,start,645.0
16.0,start,659.0
16.0,start,671.0
16.0,start,690.0
16.0,start,699.0
16.0,start,709.0
16.0,start,722.0
16.0,start,736.0
16.0,start,748.0
16.0,start,761.0
16.0,start,773.0
16.0,start,788.0
16.0,start,360.0
16.0,start,809.0
16.0,start,820.0
16.0,start,633.0
16.0,start,618.0
16.0,start,799.0
16.0,start,593.0
16.0,start,606.0
16.0,start,378.0
16.0,start,405.0
16.0,start,417.0
16.0,start,430.0
16.0,start,441.0
16.0,start,452.0
16.0,start,466.0
16.0,start,393.0
16.0,start,495.0
16.0,start,509.0
16.0,start,527.0
16.0,start,542.0
16.0,start,555.0
16.0,start,565.0
16.0,start,480.0
17.0,end,151.0
17.0,end,135.0
17.0,end,121.0
17.0,end,107.0
17.0,end,93.0
17.0,end,19.0
17.0,end,70.0
17.0,end,392.0
17.0,end,56.0
17.0,end,44.0
17.0,end,32.0
17.0,end,166.0
17.0,end,79.0
17.0,end,179.0
17.0,end,303.0
17.0,end,201.0
17.0,end,223.0
17.0,end,237.0
17.0,end,245.0
17.0,end,265.0
17.0,end,279.0
17.0,end,287.0
17.0,end,313.0
17.0,end,326.0
17.0,end,339.0
17.0,end,355.0
17.0,end,364.0
17.0,end,377.0
17.0,end,9.0
17.0,end,190.0
17.0,start,378.0
17.0,start,280.0
17.0,start,356.0
17.0,start,365.0
17.0,outsider,0.0
17.0,outsider,9.0
17.0,start,0.0
17.0,start,10.0
17.0,start,20.0
17.0,start,33.0
17.0,start,57.0
17.0,start,71.0
17.0,start,80.0
17.0,start,94.0
17.0,start,108.0
17.0,start,122.0
17.0,start,136.0
17.0,start,45.0
17.0,start,167.0
17.0,start,152.0
17.0,start,340.0
17.0,start,327.0
17.0,start,314.0
17.0,start,304.0
17.0,start,266.0
17.0,start,288.0
17.0,start,238.0
17.0,start,224.0
17.0,start,202.0
17.0,start,191.0
17.0,start,180.0
17.0,start,246.0
18.0,end,170.0
18.0,end,127.0
18.0,end,159.0
18.0,end,148.0
18.0,end,137.0
18.0,end,108.0
18.0,end,10.0
18.0,end,81.0
18.0,end,67.0
18.0,end,50.0
18.0,end,37.0
18.0,end,23.0
18.0,end,183.0
18.0,end,96.0
18.0,end,194.0
18.0,end,378.0
18.0,end,217.0
18.0,end,393.0
18.0,start,379.0
18.0,end,367.0
18.0,end,354.0
18.0,end,343.0
18.0,end,332.0
18.0,end,206.0
18.0,end,324.0
18.0,end,298.0
18.0,end,283.0
18.0,end,272.0
18.0,end,259.0
18.0,end,245.0
18.0,end,232.0
18.0,end,309.0
18.0,start,368.0
18.0,start,273.0
18.0,start,344.0
18.0,outsider,0.0
18.0,outsider,109.0
18.0,outsider,10.0
18.0,outsider,127.0
18.0,start,0.0
18.0,start,11.0
18.0,start,24.0
18.0,start,38.0
18.0,start,355.0
18.0,start,68.0
18.0,start,82.0
18.0,start,97.0
18.0,start,109.0
18.0,start,128.0
18.0,start,138.0
18.0,start,51.0
18.0,start,160.0
18.0,start,149.0
18.0,start,333.0
18.0,start,325.0
18.0,start,310.0
18.0,start,299.0
18.0,start,260.0
18.0,start,284.0
18.0,start,233.0
18.0,start,218.0
18.0,start,207.0
18.0,start,195.0
18.0,start,184.0
18.0,start,171.0
18.0,start,246.0
19.0,end,23.0
19.0,end,88.0
19.0,end,37.0
19.0,end,49.0
19.0,end,59.0
19.0,end,204.0
19.0,end,100.0
19.0,end,192.0
19.0,end,125.0
19.0,end,140.0
19.0,end,151.0
19.0,end,165.0
19.0,end,180.0
19.0,end,13.0
19.0,end,112.0
19.0,start,193.0
19.0,end,75.0
19.0,start,166.0
19.0,start,181.0
19.0,outsider,13.0
19.0,start,0.0
19.0,start,14.0
19.0,start,24.0
19.0,start,38.0
19.0,start,50.0
19.0,outsider,0.0
19.0,start,76.0
19.0,start,89.0
19.0,start,101.0
19.0,start,113.0
19.0,start,126.0
19.0,start,141.0
19.0,start,152.0
19.0,start,60.0
20.0,end,32.0
20.0,end,57.0
20.0,end,81.0
20.0,end,97.0
20.0,end,109.0
20.0,end,123.0
20.0,end,173.0
20.0,end,150.0
20.0,end,162.0
20.0,end,185.0
20.0,end,198.0
20.0,end,208.0
20.0,end,15.0
20.0,end,135.0
20.0,start,199.0
20.0,end,70.0
20.0,start,174.0
20.0,start,186.0
20.0,outsider,0.0
20.0,outsider,15.0
20.0,start,16.0
20.0,start,33.0
20.0,start,58.0
20.0,start,71.0
20.0,start,0.0
20.0,start,98.0
20.0,start,110.0
20.0,start,124.0
20.0,start,136.0
20.0,start,151.0
20.0,start,82.0
20.0,start,163.0
21.0,end,136.0
21.0,end,124.0
21.0,end,111.0
21.0,end,98.0
21.0,end,86.0
21.0,end,59.0
21.0,end,49.0
21.0,end,39.0
21.0,end,313.0
21.0,end,27.0
21.0,end,75.0
21.0,end,150.0
21.0,end,251.0
21.0,end,173.0
21.0,end,186.0
21.0,end,199.0
21.0,end,212.0
21.0,end,228.0
21.0,end,239.0
21.0,end,266.0
21.0,end,279.0
21.0,end,291.0
21.0,end,302.0
21.0,end,15.0
21.0,end,160.0
21.0,start,303.0
21.0,start,137.0
21.0,start,280.0
21.0,start,292.0
21.0,outsider,0.0
21.0,outsider,15.0
21.0,start,0.0
21.0,start,16.0
21.0,start,28.0
21.0,start,40.0
21.0,start,60.0
21.0,start,76.0
21.0,start,87.0
21.0,start,99.0
21.0,start,50.0
21.0,start,125.0
21.0,start,112.0
21.0,start,252.0
21.0,start,240.0
21.0,start,229.0
21.0,start,213.0
21.0,start,267.0
21.0,start,187.0
21.0,start,174.0
21.0,start,161.0
21.0,start,151.0
21.0,start,200.0
22.0,end,140.0
22.0,end,26.0
22.0,end,39.0
22.0,end,52.0
22.0,end,65.0
22.0,end,75.0
22.0,end,86.0
22.0,end,98.0
22.0,end,111.0
22.0,end,124.0
22.0,end,152.0
22.0,end,13.0
22.0,end,177.0
22.0,end,188.0
22.0,end,203.0
22.0,end,215.0
22.0,end,228.0
22.0,end,243.0
22.0,end,257.0
22.0,end,265.0
22.0,end,276.0
22.0,end,288.0
22.0,end,299.0
22.0,end,163.0
22.0,start,289.0
22.0,start,189.0
22.0,start,266.0
22.0,outsider,0.0
22.0,outsider,13.0
22.0,start,14.0
22.0,start,27.0
22.0,start,40.0
22.0,start,53.0
22.0,start,66.0
22.0,start,76.0
22.0,start,87.0
22.0,start,99.0
22.0,start,112.0
22.0,start,0.0
22.0,start,141.0
22.0,start,125.0
22.0,start,258.0
22.0,start,229.0
22.0,start,216.0
22.0,start,244.0
22.0,start,277.0
22.0,start,178.0
22.0,start,164.0
22.0,start,153.0
22.0,start,204.0
23.0,end,30.0
23.0,end,107.0
23.0,end,45.0
23.0,end,59.0
23.0,end,70.0
23.0,end,82.0
23.0,end,96.0
23.0,end,120.0
23.0,end,204.0
23.0,end,149.0
23.0,end,156.0
23.0,end,166.0
23.0,end,193.0
23.0,end,215.0
23.0,end,232.0
23.0,end,239.0
23.0,end,12.0
23.0,end,134.0
23.0,start,233.0
23.0,end,178.0
23.0,start,205.0
23.0,start,216.0
23.0,outsider,12.0
23.0,start,0.0
23.0,start,13.0
23.0,start,31.0
23.0,start,46.0
23.0,start,60.0
23.0,start,71.0
23.0,start,83.0
23.0,outsider,0.0
23.0,start,108.0
23.0,start,97.0
23.0,start,179.0
23.0,start,167.0
23.0,start,157.0
23.0,start,194.0
23.0,start,135.0
23.0,start,121.0
23.0,start,150.0
24.0,end,26.0
24.0,end,109.0
24.0,end,39.0
24.0,end,51.0
24.0,end,70.0
24.0,end,83.0
24.0,end,98.0
24.0,end,120.0
24.0,end,173.0
24.0,end,145.0
24.0,end,159.0
24.0,end,187.0
24.0,end,198.0
24.0,end,214.0
24.0,end,225.0
24.0,end,235.0
24.0,end,13.0
24.0,end,250.0
24.0,end,130.0
24.0,start,236.0
24.0,start,188.0
24.0,start,215.0
24.0,outsider,0.0
24.0,start,226.0
24.0,start,0.0
24.0,start,14.0
24.0,start,27.0
24.0,start,40.0
24.0,start,52.0
24.0,start,71.0
24.0,outsider,13.0
24.0,start,99.0
24.0,start,110.0
24.0,start,121.0
24.0,start,131.0
24.0,start,146.0
24.0,start,160.0
24.0,start,174.0
24.0,start,199.0
24.0,start,84.0
25.0,end,21.0
25.0,end,30.0
25.0,end,40.0
25.0,end,52.0
25.0,end,63.0
25.0,end,74.0
25.0,end,122.0
25.0,end,98.0
25.0,end,111.0
25.0,end,138.0
25.0,end,152.0
25.0,end,7.0
25.0,end,87.0
25.0,start,139.0
25.0,start,88.0
25.0,start,112.0
25.0,outsider,0.0
25.0,outsider,7.0
25.0,start,0.0
25.0,start,22.0
25.0,start,31.0
25.0,start,8.0
25.0,start,53.0
25.0,start,64.0
25.0,start,75.0
25.0,start,123.0
25.0,start,99.0
25.0,start,41.0
26.0,end,76.0
26.0,end,25.0
26.0,end,36.0
26.0,end,49.0
26.0,end,62.0
26.0,end,90.0
26.0,end,164.0
26.0,end,118.0
26.0,end,136.0
26.0,end,144.0
26.0,end,156.0
26.0,end,12.0
26.0,end,107.0
26.0,start,157.0
26.0,start,108.0
26.0,start,137.0
26.0,outsider,0.0
26.0,outsider,12.0
26.0,start,0.0
26.0,start,145.0
26.0,start,26.0
26.0,start,37.0
26.0,start,13.0
26.0,start,63.0
26.0,start,77.0
26.0,start,91.0
26.0,start,119.0
26.0,start,50.0
27.0,end,13.0
27.0,end,71.0
27.0,end,85.0
27.0,end,43.0
27.0,end,31.0
27.0,end,23.0
27.0,start,72.0
27.0,end,58.0
27.0,start,44.0
27.0,start,32.0
27.0,start,24.0
27.0,start,14.0
27.0,start,0.0
27.0,outsider,13.0
27.0,outsider,0.0
27.0,start,59.0
28.0,end,90.0
28.0,end,75.0
28.0,end,65.0
28.0,end,54.0
28.0,end,42.0
28.0,end,30.0
28.0,end,22.0
28.0,start,76.0
28.0,end,9.0
28.0,start,55.0
28.0,start,43.0
28.0,start,31.0
28.0,start,23.0
28.0,start,10.0
28.0,start,0.0
28.0,outsider,9.0
28.0,outsider,0.0
28.0,start,66.0
29.0,end,22.0
29.0,end,33.0
29.0,end,48.0
29.0,end,61.0
29.0,end,71.0
29.0,end,109.0
29.0,end,79.0
29.0,end,97.0
29.0,end,120.0
29.0,end,12.0
29.0,end,131.0
29.0,start,121.0
29.0,start,23.0
29.0,start,98.0
29.0,start,80.0
29.0,start,72.0
29.0,start,62.0
29.0,start,49.0
29.0,start,34.0
29.0,start,13.0
29.0,start,0.0
29.0,outsider,12.0
29.0,outsider,0.0
29.0,start,110.0
30.0,end,23.0
30.0,end,36.0
30.0,end,46.0
30.0,end,57.0
30.0,end,11.0
30.0,end,84.0
30.0,end,95.0
30.0,end,104.0
30.0,end,113.0
30.0,end,67.0
30.0,start,114.0
30.0,end,128.0
30.0,start,96.0
30.0,outsider,0.0
30.0,outsider,11.0
30.0,start,0.0
30.0,start,12.0
30.0,start,24.0
30.0,start,105.0
30.0,start,47.0
30.0,start,58.0
30.0,start,68.0
30.0,start,85.0
30.0,start,37.0
31.0,end,43.0
31.0,end,55.0
31.0,end,67.0
31.0,end,77.0
31.0,end,91.0
31.0,end,124.0
31.0,end,132.0
31.0,end,146.0
31.0,end,160.0
31.0,end,33.0
31.0,end,102.0
31.0,end,21.0
31.0,start,147.0
31.0,outsider,0.0
31.0,start,133.0
31.0,outsider,21.0
31.0,start,0.0
31.0,start,22.0
31.0,start,44.0
31.0,start,34.0
31.0,start,68.0
31.0,start,78.0
31.0,start,92.0
31.0,start,103.0
31.0,start,125.0
31.0,start,56.0
32.0,end,60.0
32.0,end,29.0
32.0,end,41.0
32.0,end,52.0
32.0,end,71.0
32.0,end,13.0
32.0,end,103.0
32.0,end,115.0
32.0,end,127.0
32.0,end,139.0
32.0,end,166.0
32.0,end,88.0
32.0,start,153.0
32.0,end,152.0
32.0,start,128.0
32.0,outsider,0.0
32.0,outsider,13.0
32.0,start,0.0
32.0,start,14.0
32.0,start,30.0
32.0,start,42.0
32.0,start,140.0
32.0,start,61.0
32.0,start,72.0
32.0,start,89.0
32.0,start,104.0
32.0,start,116.0
32.0,start,53.0
33.0,end,25.0
33.0,end,39.0
33.0,end,50.0
33.0,end,61.0
33.0,end,80.0
33.0,end,119.0
33.0,end,105.0
33.0,end,136.0
33.0,end,148.0
33.0,end,12.0
33.0,end,91.0
33.0,start,137.0
33.0,start,120.0
33.0,start,106.0
33.0,start,92.0
33.0,start,81.0
33.0,start,62.0
33.0,start,51.0
33.0,start,40.0
33.0,start,26.0
33.0,start,13.0
33.0,start,0.0
33.0,outsider,12.0
33.0,outsider,0.0
34.0,end,25.0
34.0,end,40.0
34.0,end,53.0
34.0,end,64.0
34.0,end,81.0
34.0,end,146.0
34.0,end,101.0
34.0,end,115.0
34.0,end,123.0
34.0,end,133.0
34.0,end,9.0
34.0,end,90.0
34.0,start,134.0
34.0,outsider,0.0
34.0,start,116.0
34.0,start,124.0
34.0,outsider,9.0
34.0,start,0.0
34.0,start,26.0
34.0,start,41.0
34.0,start,10.0
34.0,start,65.0
34.0,start,82.0
34.0,start,91.0
34.0,start,102.0
34.0,start,54.0
35.0,end,42.0
35.0,end,144.0
35.0,end,18.0
35.0,end,28.0
35.0,end,53.0
35.0,end,132.0
35.0,end,76.0
35.0,end,93.0
35.0,end,109.0
35.0,end,122.0
35.0,end,8.0
35.0,end,63.0
35.0,start,133.0
35.0,start,94.0
35.0,start,110.0
35.0,start,123.0
35.0,outsider,0.0
35.0,outsider,8.0
35.0,start,9.0
35.0,start,19.0
35.0,start,0.0
